product_id,name_en,name_ua,type,brand,parent_product_id,barcode,category,subcategory,unit,edible_part_pct,yield_factor,cooking_loss_pct,raw_or_cooked_default,notes,image_url,is_verified,source,created_at,updated_at
201,"Beef, chuck, raw","Яловичина, лопатка, сира",generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
202,"Beef, sirloin, raw","Яловичина, філе, сира",generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
203,"Beef, ground, raw",Яловичий фарш сирий,generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
204,"Beef, brisket, raw","Яловичина, грудинка, сира",generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
205,"Beef, ribeye, raw","Яловичина, рібай, сира",generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
206,"Pork, loin, raw","Свинина, корейка, сира",generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
207,"Pork, shoulder, raw","Свинина, лопатка, сира",generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
208,"Pork, belly, raw","Свинина, грудинка, сира",generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
209,"Pork, tenderloin, raw","Свинина, вирізка, сира",generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
210,"Pork, ribs, raw","Свинина, ребра, сирі",generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
211,"Chicken breast, raw",Куряча грудка сира,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
212,"Chicken thigh, raw",Куряче стегно сире,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
213,"Chicken drumstick, raw",Куряча гомілка сира,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
214,"Chicken wings, raw",Курячі крильця сирі,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
215,"Chicken liver, raw",Куряча печінка сира,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
216,"Turkey breast, raw","Індичка, грудка, сира",generic,,,,23,27,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
217,"Turkey thigh, raw","Індичка, стегно, сире",generic,,,,23,27,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
218,"Duck meat, raw","Качка, м’ясо сире",generic,,,,23,27,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
219,"Goose meat, raw","Гусак, м’ясо сире",generic,,,,23,27,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
220,"Lamb, leg, raw","Ягня, нога, сира",generic,,,,23,28,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
221,"Lamb, shoulder, raw","Ягня, лопатка, сира",generic,,,,23,28,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
222,"Lamb, chops, raw","Ягня, котлети, сирі",generic,,,,23,28,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
223,"Goat meat, raw",Козлятина сира,generic,,,,23,28,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
224,"Veal, raw",Телятина сира,generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
225,"Rabbit meat, raw",Кролятина сира,generic,,,,23,23,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
226,"Chicken heart, raw",Куряче серце сире,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
227,"Chicken gizzard, raw",Курячі шлунки сирі,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
228,"Turkey liver, raw",Печінка індички сира,generic,,,,23,27,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
229,"Duck liver, raw",Печінка качки сира,generic,,,,23,27,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
230,"Beef liver, raw",Яловича печінка сира,generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
231,"Beef tongue, raw",Яловичий язик сирий,generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
232,"Beef kidney, raw",Яловичі нирки сирі,generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
233,"Pork liver, raw",Свиняча печінка сира,generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
234,"Pork heart, raw",Свиняче серце сире,generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
235,"Chicken sausage, raw",Куряча ковбаса сира,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
236,"Turkey sausage, raw",Індича ковбаса сира,generic,,,,23,27,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
237,"Beef sausage, raw",Яловича ковбаса сира,generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
238,"Pork sausage, raw",Свиняча ковбаса сира,generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
239,"Bacon, raw",Бекон сирий,generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
240,"Ham, raw",Шинка сира,generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
241,"Prosciutto, raw",Прошутто сире,generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
242,"Salami, raw",Салямі сира,generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
243,"Chicken nuggets, raw",Курячі нагетси сирі,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
244,"Chicken patties, raw",Курячі котлети сирі,generic,,,,23,26,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
245,"Turkey patties, raw",Індичі котлети сирі,generic,,,,23,27,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
246,"Meatballs, beef, raw",Тефтелі яловичі сирі,generic,,,,23,24,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
247,"Meatballs, pork, raw",Тефтелі свинячі сирі,generic,,,,23,25,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
248,"Mixed ground meat, raw",Фарш змішаний сирий,generic,,,,23,23,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
249,"Quail meat, raw","Перепілка, м’ясо сире",generic,,,,23,23,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
250,"Game meat, venison, raw",Оленина сира,generic,,,,23,23,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
251,"Salmon, Atlantic, raw",Лосось атлантичний сирий,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
252,"Salmon, sockeye, raw",Лосось нерка сирий,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
253,"Tuna, yellowfin, raw",Тунець жовтоперий сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
254,"Tuna, skipjack, raw",Тунець смугастий сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
255,"Cod, Atlantic, raw",Тріска атлантична сира,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
256,"Haddock, raw",Пікша сира,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
257,"Pollock, raw",Минтай сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
258,"Herring, raw",Оселедець сирий,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
259,"Mackerel, Atlantic, raw",Скумбрія атлантична сира,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
260,"Sardines, raw",Сардини сирі,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
261,"Anchovies, raw",Анчоуси сирі,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
262,"Trout, rainbow, raw",Форель райдужна сира,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
263,"Halibut, raw",Палтус сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
264,"Flounder, raw",Камбала сира,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
265,"Sole, raw",Морський язик сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
266,"Sea bass, raw",Морський окунь сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
267,"Snapper, raw",Снеппер сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
268,"Grouper, raw",Групер сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
269,"Catfish, raw",Сом сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
270,"Tilapia, raw",Тилапія сира,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
271,"Carp, raw",Короп сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
272,"Perch, raw",Окунь річковий сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
273,"Pike, raw",Щука сира,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
274,"Swordfish, raw",Риба-меч сира,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
275,"Shark, raw",Акула сира,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
276,"Eel, raw",Вугор сирий,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
277,"Octopus, raw",Восьминіг сирий,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
278,"Squid, raw",Кальмар сирий,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
279,"Cuttlefish, raw",Каракатиця сира,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
280,"Shrimp, raw",Креветки сирі,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
281,"Prawn, raw",Пані креветки сирі,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
282,"Crab, raw",Краб сирий,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
283,"Lobster, raw",Омар сирий,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
284,"Crayfish, raw",Рак сирий,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
285,"Mussels, raw",Мідії сирі,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
286,"Clams, raw",Молюски сирі,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
287,"Oysters, raw",Устриці сирі,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
288,"Scallops, raw",Морські гребінці сирі,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
289,"Abalone, raw",Абалон сирий,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
290,"Sea urchin, raw",Морський їжак сирий,generic,,,,29,32,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
291,"Smelt, raw",Корюшка сира,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
292,"Whitefish, raw",Сиг сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
293,"Bluefish, raw",Блюфіш сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
294,"Rockfish, raw",Морський окунь червоний сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
295,"Monkfish, raw",Морський чорт сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
296,"Barramundi, raw",Баррамунді сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
297,"Butterfish, raw",Масляна риба сира,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
298,"Tilefish, raw",Тайловий окунь сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
299,"Marlin, raw",Марлін сирий,generic,,,,29,30,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
300,"Orange roughy, raw",Помаранчевий окунь сирий,generic,,,,29,31,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
301,"Milk, whole",Молоко цільне,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
302,"Milk, low-fat 2%",Молоко 2%,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
303,"Milk, skim",Молоко знежирене,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
304,Goat milk,Козяче молоко,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
305,Sheep milk,Овече молоко,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
306,"Cream, heavy",Вершки жирні,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
307,"Cream, light",Вершки легкі,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
308,Butter,Масло вершкове,generic,,,,33,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
309,Ghee,Масло гхі,generic,,,,33,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
310,"Cheese, cheddar",Сир чеддер,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
311,"Cheese, mozzarella",Сир моцарела,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
312,"Cheese, parmesan",Сир пармезан,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
313,"Cheese, gouda",Сир гауда,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
314,"Cheese, brie",Сир брі,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
315,"Cheese, camembert",Сир камамбер,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
316,"Cheese, feta",Сир фета,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
317,"Cheese, ricotta",Сир рікота,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
318,"Cheese, cottage",Сир кисломолочний,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
319,"Yogurt, whole, plain",Йогурт цільний натуральний,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
320,"Yogurt, low-fat, plain",Йогурт нежирний натуральний,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
321,"Yogurt, Greek, plain",Йогурт грецький натуральний,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
322,Kefir,Кефір,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
323,Buttermilk,Пахта,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
324,Sour cream,Сметана,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
325,"Ice cream, vanilla",Морозиво ванільне,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
326,Custard,Заварний крем,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
327,"Egg, whole, raw",Яйце куряче сире,generic,,,,33,37,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
328,"Egg white, raw",Яєчний білок сирий,generic,,,,33,37,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
329,"Egg yolk, raw",Яєчний жовток сирий,generic,,,,33,37,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
330,"Duck egg, raw",Яйце качине сире,generic,,,,33,37,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
331,"Quail egg, raw",Яйце перепелине сире,generic,,,,33,37,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
332,"Goose egg, raw",Яйце гусяче сире,generic,,,,33,37,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
333,Egg powder,Яєчний порошок,generic,,,,33,37,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
334,"Milk powder, whole",Сухе молоко цільне,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
335,"Milk powder, skim",Сухе молоко знежирене,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
336,Whey protein powder,Сироватковий протеїн,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
337,Casein protein powder,Казеїновий протеїн,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
338,"Condensed milk, sweetened",Згущене молоко з цукром,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
339,Evaporated milk,Молоко концентроване,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
340,Cheese spread,Сирний спред,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
341,Processed cheese,Плавлений сир,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
342,Skyr,Скир,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
343,Ayran,Айран,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
344,Lassi,Лассі,generic,,,,33,36,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
345,Mascarpone,Сир маскарпоне,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
346,Blue cheese,Сир з блакитною пліснявою,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
347,Halloumi,Сир халумі,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
348,Paneer,Сир панір,generic,,,,33,35,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
349,Clotted cream,Крем каймак,generic,,,,33,34,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
350,Egg substitute,Замінник яєць,generic,,,,33,37,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
351,"Olive oil, extra virgin",Оливкова олія extra virgin,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
352,"Olive oil, refined",Оливкова олія рафінована,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
353,Sunflower oil,Соняшникова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
354,Canola oil,Ріпакова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
355,Soybean oil,Соєва олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
356,Corn oil,Кукурудзяна олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
357,Peanut oil,Арахісова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
358,Sesame oil,Кунжутна олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
359,Coconut oil,Кокосова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
360,Palm oil,Пальмова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
361,Butter,Вершкове масло,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
362,Ghee,Масло гхі,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
363,Margarine,Маргарин,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
364,Lard,Сало свиняче,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
365,Beef tallow,Яловичий жир,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
366,Duck fat,Качиний жир,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
367,Goose fat,Гусячий жир,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
368,Fish oil,Риб’ячий жир,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
369,Flaxseed oil,Лляна олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
370,Walnut oil,Горіхова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
371,Avocado oil,Олія авокадо,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
372,Grapeseed oil,Олія з виноградних кісточок,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
373,Rice bran oil,Олія з рисових висівок,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
374,Cottonseed oil,Бавовняна олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
375,Safflower oil,Сафлорова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
376,Hemp seed oil,Конопляна олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
377,Pumpkin seed oil,Гарбузова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
378,Macadamia oil,Олія макадамії,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
379,Almond oil,Мигдальна олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
380,Hazelnut oil,Фундучна олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
381,Pistachio oil,Фісташкова олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
382,Mustard oil,Гірчична олія,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
383,Shortening,Кулінарний жир,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
384,Butter spread,Масляний спред,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
385,Cream cheese,Вершковий сир,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
386,Mayonnaise,Майонез,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
387,Aioli,Айолі,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
388,Tahini,Тахіні,generic,,,,38,41,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
389,Peanut butter,Арахісова паста,generic,,,,38,41,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
390,Almond butter,Мигдальна паста,generic,,,,38,41,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
391,Cashew butter,Кеш’ю паста,generic,,,,38,41,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
392,Sunflower seed butter,Паста з насіння соняшнику,generic,,,,38,41,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
393,Sesame paste,Кунжутна паста,generic,,,,38,41,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
394,Poppy seed paste,Макова паста,generic,,,,38,41,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
395,Chia seed oil,Олія чіа,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
396,Black cumin seed oil,Олія чорного кмину,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
397,Evening primrose oil,Олія примули вечірньої,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
398,Camelina oil,Олія камеліни,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
399,Perilla oil,Олія перили,generic,,,,38,40,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
400,Shea butter,Масло ши,generic,,,,38,39,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
401,"Chocolate, dark",Шоколад чорний,generic,,,,42,43,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
402,"Chocolate, milk",Шоколад молочний,generic,,,,42,43,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
