product_nutrient_id,product_id,nutrient_id,value_per_100g,value_per_serving,unit,source,is_estimated,created_at,updated_at,nutrient
1521,127,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1522,127,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1523,127,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1524,127,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1525,128,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1526,128,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1527,128,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1528,128,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1529,128,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1530,128,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1531,128,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1532,128,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1533,128,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1534,128,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1535,128,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1536,128,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1537,129,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1538,129,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1539,129,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1540,129,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1541,129,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1542,129,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1543,129,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1544,129,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1545,129,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1546,129,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1547,129,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1548,129,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1549,130,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1550,130,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1551,130,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1552,130,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1553,130,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1554,130,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1555,130,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1556,130,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1557,130,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1558,130,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1559,130,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1560,130,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1561,131,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1562,131,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1563,131,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1564,131,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1565,131,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1566,131,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1567,131,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1568,131,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1569,131,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1570,131,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1571,131,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1572,131,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1573,132,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1574,132,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1575,132,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1576,132,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1577,132,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1578,132,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1579,132,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1580,132,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1581,132,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1582,132,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1583,132,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1584,132,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1585,133,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1586,133,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1587,133,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1588,133,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1589,133,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1590,133,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1591,133,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1592,133,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1593,133,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1594,133,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1595,133,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1596,133,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1597,134,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1598,134,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1599,134,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1600,134,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1601,134,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1602,134,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1603,134,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1604,134,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1605,134,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1606,134,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1607,134,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1608,134,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1609,135,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1610,135,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1611,135,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1612,135,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1613,135,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1614,135,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1615,135,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1616,135,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1617,135,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1618,135,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1619,135,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1620,135,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1621,136,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1622,136,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1623,136,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1624,136,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1625,136,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1626,136,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1627,136,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1628,136,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1629,136,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1630,136,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1631,136,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1632,136,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1633,137,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1634,137,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1635,137,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1636,137,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1637,137,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1638,137,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1639,137,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1640,137,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1641,137,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1642,137,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1643,137,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1644,137,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1645,138,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1646,138,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1647,138,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1648,138,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1649,138,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1650,138,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1651,138,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1652,138,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1653,138,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1654,138,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1655,138,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1656,138,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1657,139,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1658,139,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1659,139,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1660,139,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1661,139,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1662,139,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1663,139,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1664,139,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1665,139,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1666,139,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1667,139,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1668,139,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1669,140,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1670,140,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1671,140,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1672,140,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1673,140,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1674,140,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1675,140,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1676,140,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1677,140,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1678,140,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1679,140,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1680,140,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1681,141,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1682,141,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1683,141,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1684,141,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1685,141,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1686,141,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1687,141,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1688,141,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1689,141,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1690,141,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1691,141,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1692,141,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1693,142,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1694,142,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1695,142,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1696,142,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1697,142,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1698,142,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1699,142,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1700,142,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1701,142,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1702,142,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1703,142,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1704,142,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1705,143,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1706,143,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1707,143,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1708,143,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1709,143,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1710,143,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1711,143,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1712,143,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1713,143,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1714,143,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1715,143,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1716,143,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1717,144,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1718,144,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1719,144,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1720,144,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1721,144,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1722,144,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1723,144,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1724,144,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1725,144,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1726,144,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1727,144,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1728,144,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1729,145,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1730,145,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1731,145,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1732,145,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1733,145,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1734,145,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1735,145,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1736,145,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1737,145,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1738,145,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1739,145,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1740,145,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1741,146,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1742,146,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1743,146,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1744,146,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1745,146,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1746,146,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1747,146,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1748,146,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1749,146,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1750,146,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1751,146,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1752,146,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1753,147,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1754,147,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1755,147,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1756,147,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1757,147,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1758,147,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1759,147,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1760,147,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1761,147,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1762,147,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1763,147,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1764,147,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1765,148,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1766,148,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1767,148,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1768,148,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1769,148,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1770,148,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1771,148,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1772,148,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1773,148,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1774,148,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1775,148,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1776,148,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1777,149,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1778,149,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1779,149,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1780,149,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1781,149,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1782,149,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1783,149,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1784,149,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1785,149,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1786,149,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1787,149,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1788,149,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1789,150,1,360.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1790,150,2,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1791,150,3,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1792,150,4,0.5,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1793,150,5,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1794,150,6,"1,20",,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1795,150,7,72.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1796,150,8,1.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1797,150,9,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1798,150,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1799,150,11,5.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1800,150,12,300.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1801,151,1,350.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1802,151,2,22.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1803,151,3,"1,50",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1804,151,4,0.3,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1805,151,5,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1806,151,6,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1807,151,7,60.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1808,151,8,2.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1809,151,9,15.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1810,151,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1811,151,11,10.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1812,151,12,1200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1813,152,1,350.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1814,152,2,22.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1815,152,3,"1,50",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1816,152,4,0.3,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1817,152,5,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1818,152,6,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1819,152,7,60.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1820,152,8,2.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1821,152,9,15.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1822,152,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1823,152,11,10.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1824,152,12,1200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1825,153,1,350.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1826,153,2,22.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1827,153,3,"1,50",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1828,153,4,0.3,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1829,153,5,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
1830,153,6,0.6,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
1831,153,7,60.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
1832,153,8,2.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
1833,153,9,15.0,,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
1834,153,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
1835,153,11,10.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
1836,153,12,1200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
1837,154,1,350.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
1838,154,2,22.0,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
1839,154,3,"1,50",,g,USDA,FALSE,2026-01-22,2026-01-22,fat
1840,154,4,0.3,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
1841,154,5,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
